customer_id,signup_date,plan,industry,region,payment_method,tenure_months,monthly_revenue,cogs,gross_profit,gross_margin_pct,support_tickets,login_frequency,num_users,nps_score,ltv,churned,plan_encoded,region_Asia Pacific,region_Europe,region_Latin America,region_Middle East,region_North America,industry_Education,industry_Finance,industry_Healthcare,industry_Logistics,industry_Manufacturing,industry_Retail,industry_Technology,payment_Bank Transfer,payment_Credit Card,payment_Invoice,payment_PayPal,revenue_per_user,cost_efficiency,engagement_score,risk_score,annual_revenue,revenue_segment,tenure_bucket,profitability_tier
CUST-10624,2023-02-04,Enterprise,Technology,North America,Bank Transfer,16,4312.03,1544.93,2767.1,64.17,2,18,86,10,44273.6,0,3,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,50.14,0.6417,55.44,6,51744.36,Premium,Established,High
CUST-10625,2021-02-06,Professional,Logistics,Middle East,Bank Transfer,40,1620.65,816.75,803.9,49.6,2,15,49,10,32156.15,0,2,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,33.07,0.496,45.45,6,19447.8,High,Veteran,Medium
CUST-10626,2021-09-22,Growth,Healthcare,Asia Pacific,Invoice,32,628.77,257.79,370.98,59.0,1,11,3,7,11871.21,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,209.59,0.59,34.63,9,7545.24,Medium,Veteran,Medium
CUST-10627,2022-09-03,Professional,Healthcare,North America,Credit Card,21,1690.77,688.55,1002.22,59.28,1,13,19,5,21046.72,0,2,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,88.99,0.5928,39.98,13,20289.24,High,Established,Medium
CUST-10628,2023-06-08,Enterprise,Education,Middle East,Invoice,11,6157.03,2065.49,4091.54,66.45,0,22,116,3,45006.95,0,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,53.08,0.6645,69.84,14,73884.36,Premium,Growing,High
CUST-10629,2022-01-21,Growth,Retail,Latin America,Invoice,28,535.42,300.04,235.38,43.96,2,12,10,6,6590.74,1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,53.54,0.4396,35.15,14,6425.04,Medium,Veteran,Low
CUST-10630,2021-09-26,Enterprise,Technology,Europe,Bank Transfer,32,4576.95,1257.03,3319.92,72.54,1,15,64,6,106237.47,0,3,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,71.51,0.7254,49.71,11,54923.4,Premium,Veteran,High
CUST-10631,2021-09-10,Starter,Manufacturing,Middle East,Bank Transfer,33,234.05,105.93,128.12,54.74,7,13,3,4,4228.12,1,0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,78.02,0.5474,25.57,33,2808.6,Low,Veteran,Medium
CUST-10632,2021-04-09,Starter,Finance,Asia Pacific,Credit Card,38,196.3,66.58,129.72,66.08,4,6,1,8,4929.2,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,196.3,0.6608,20.97,24,2355.6,Low,Veteran,High
CUST-10633,2023-06-29,Starter,Technology,North America,PayPal,11,185.34,51.09,134.25,72.43,3,10,3,7,1476.76,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,61.78,0.7243,29.16,15,2224.08,Low,Growing,High
CUST-10634,2021-01-20,Professional,Finance,Europe,Bank Transfer,40,1336.15,488.13,848.02,63.47,1,15,42,7,33920.63,0,2,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,31.81,0.6347,46.39,9,16033.8,High,Veteran,High
CUST-10635,2021-10-08,Starter,Education,Middle East,Invoice,32,245.03,84.74,160.29,65.42,5,5,1,5,5129.33,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,245.03,0.6542,17.5,35,2940.36,Low,Veteran,High
CUST-10636,2022-08-02,Starter,Manufacturing,Middle East,Credit Card,22,205.42,105.7,99.72,48.54,5,7,2,8,2193.75,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,102.71,0.4854,20.6,25,2465.04,Low,Established,Medium
CUST-10637,2022-06-23,Starter,Finance,Europe,Bank Transfer,23,209.93,83.41,126.52,60.27,2,6,4,5,2910.0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,52.48,0.6027,25.43,24,2519.16,Low,Established,High
CUST-10638,2021-11-25,Growth,Retail,Latin America,Invoice,30,555.56,296.05,259.51,46.71,1,2,11,9,7785.44,1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,50.51,0.4671,22.6,21,6666.72,Medium,Veteran,Medium
CUST-10639,2022-04-26,Enterprise,Healthcare,Latin America,Invoice,25,4280.04,1907.71,2372.33,55.43,1,14,65,7,59308.19,1,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,65.85,0.5543,48.39,9,51360.48,Premium,Veteran,Medium
CUST-10640,2021-11-02,Starter,Technology,Middle East,PayPal,31,212.9,66.33,146.57,68.84,3,10,3,2,4543.74,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,70.97,0.6884,29.16,25,2554.8,Low,Veteran,High
CUST-10641,2022-04-19,Starter,Education,North America,Invoice,25,231.37,78.98,152.39,65.86,2,11,1,4,3809.64,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,231.37,0.6586,32.33,18,2776.44,Low,Veteran,High
CUST-10642,2021-07-24,Professional,Retail,Latin America,Credit Card,34,1520.56,855.85,664.71,43.71,2,12,36,4,22600.01,0,2,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,42.24,0.4371,39.07,18,18246.72,High,Veteran,Low
CUST-10643,2022-10-03,Starter,Logistics,Asia Pacific,Invoice,20,246.95,110.24,136.71,55.36,0,7,1,9,2734.27,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,246.95,0.5536,30.44,8,2963.4,Low,Established,Medium
CUST-10644,2021-10-11,Starter,Technology,North America,Credit Card,32,199.51,69.1,130.41,65.37,4,8,2,3,4173.23,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,99.76,0.6537,24.07,30,2394.12,Low,Veteran,High
CUST-10645,2022-07-04,Growth,Retail,Asia Pacific,PayPal,23,744.41,384.24,360.17,48.38,1,5,7,8,8283.97,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,106.34,0.4838,26.41,17,8932.92,Medium,Established,Medium
CUST-10646,2021-08-22,Starter,Retail,Asia Pacific,Bank Transfer,33,241.26,142.66,98.6,40.87,4,11,2,9,3253.66,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,120.63,0.4087,28.48,14,2895.12,Low,Veteran,Low
CUST-10647,2023-05-14,Enterprise,Retail,Latin America,PayPal,12,6171.0,3529.98,2641.02,42.8,1,12,192,10,31692.27,0,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,32.14,0.428,64.59,3,74052.0,Premium,Growing,Low
CUST-10648,2021-11-23,Growth,Technology,Europe,Credit Card,30,673.82,217.11,456.71,67.78,0,9,5,2,13701.2,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,134.76,0.6778,33.99,18,8085.84,Medium,Veteran,High
CUST-10649,2022-01-07,Enterprise,Logistics,Middle East,PayPal,29,5855.36,3010.71,2844.65,48.58,0,18,62,5,82494.73,0,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,94.44,0.4858,55.82,10,70264.32,Premium,Veteran,Medium
CUST-10650,2023-09-17,Professional,Manufacturing,North America,Bank Transfer,8,1754.64,933.76,820.88,46.78,1,14,17,7,6567.06,0,2,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,103.21,0.4678,41.15,9,21055.68,High,Growing,Medium
CUST-10651,2021-05-10,Starter,Finance,Latin America,Credit Card,37,199.26,78.91,120.35,60.4,7,10,1,5,4452.87,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,199.26,0.604,20.86,31,2391.12,Low,Veteran,High
CUST-10652,2022-11-24,Professional,Technology,Middle East,Bank Transfer,18,1689.77,511.62,1178.15,69.72,1,13,34,2,21206.63,0,2,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,49.7,0.6972,42.24,19,20277.24,High,Established,High
CUST-10653,2022-12-10,Starter,Finance,Europe,PayPal,17,243.82,93.46,150.36,61.67,1,6,3,3,2556.07,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,81.27,0.6167,27.28,25,2925.84,Low,Established,High
CUST-10654,2021-01-24,Enterprise,Healthcare,Middle East,Credit Card,40,4748.97,2268.91,2480.06,52.22,1,13,56,8,99202.56,0,3,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,84.8,0.5222,45.56,7,56987.64,Premium,Veteran,Medium
CUST-10655,2021-12-05,Growth,Manufacturing,Latin America,PayPal,30,616.48,304.59,311.89,50.59,3,7,14,7,9356.77,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,44.03,0.5059,26.4,21,7397.76,Medium,Veteran,Medium
CUST-10656,2022-07-24,Enterprise,Retail,Europe,Invoice,22,5418.43,3048.77,2369.66,43.73,2,16,105,5,52132.62,1,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,51.6,0.4373,55.36,16,65021.16,Premium,Established,Low
CUST-10657,2022-04-27,Growth,Manufacturing,Latin America,PayPal,25,697.59,379.04,318.55,45.66,0,10,13,7,7963.66,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,53.66,0.4566,36.67,6,8371.08,Medium,Veteran,Medium
CUST-10658,2021-06-30,Enterprise,Logistics,Middle East,PayPal,35,5983.51,2857.3,3126.21,52.25,0,18,44,5,109417.22,0,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,135.99,0.5225,53.1,10,71802.12,Premium,Veteran,Medium
CUST-10659,2021-02-06,Enterprise,Retail,North America,PayPal,40,4870.18,2749.15,2121.03,43.55,2,20,100,7,84841.34,0,3,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,48.7,0.4355,60.49,12,58442.16,Premium,Veteran,Low
CUST-10660,2021-07-06,Enterprise,Technology,Middle East,Credit Card,35,4996.88,1532.0,3464.88,69.34,1,13,102,8,121270.69,0,3,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,48.99,0.6934,52.49,7,59962.56,Premium,Veteran,High
CUST-10661,2023-07-24,Professional,Manufacturing,Middle East,Bank Transfer,10,1392.13,680.05,712.08,51.15,1,17,43,4,7120.8,0,2,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,32.38,0.5115,49.48,15,16705.56,High,Growing,Medium
CUST-10662,2023-07-20,Professional,Logistics,North America,Bank Transfer,10,1515.37,706.65,808.72,53.37,2,14,39,7,8087.24,0,2,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,38.86,0.5337,42.47,12,18184.44,High,Growing,Medium
CUST-10663,2021-08-22,Enterprise,Education,Asia Pacific,PayPal,33,5121.4,2155.97,2965.43,57.9,0,15,163,6,97859.21,0,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,31.42,0.579,66.63,8,61456.8,Premium,Veteran,Medium
CUST-10664,2022-08-21,Growth,Technology,Asia Pacific,Invoice,21,744.53,226.37,518.16,69.6,1,3,7,7,10881.36,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,106.36,0.696,23.47,23,8934.36,Medium,Established,High
CUST-10665,2021-12-03,Professional,Education,North America,Credit Card,30,1396.9,516.15,880.75,63.05,0,13,15,7,26422.4,0,2,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,93.13,0.6305,41.38,6,16762.8,High,Veteran,High
CUST-10666,2022-01-20,Enterprise,Technology,Asia Pacific,Bank Transfer,28,4919.03,1667.06,3251.97,66.11,0,13,196,10,91055.18,0,3,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,25.1,0.6611,68.67,0,59028.36,Premium,Veteran,High
CUST-10667,2022-11-24,Enterprise,Healthcare,Latin America,Bank Transfer,18,4254.83,1726.84,2527.99,59.41,1,14,40,8,45503.85,0,3,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,106.37,0.5941,44.62,7,51057.96,Premium,Established,Medium
CUST-10668,2023-07-12,Enterprise,Technology,Middle East,Credit Card,10,4859.85,1583.25,3276.6,67.42,0,11,196,7,32766.03,0,3,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,24.8,0.6742,65.72,6,58318.2,Premium,Growing,High
CUST-10669,2023-06-06,Growth,Finance,North America,Credit Card,12,644.0,220.47,423.53,65.77,1,8,8,1,5082.41,0,1,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,80.5,0.6577,30.97,25,7728.0,Medium,Growing,High
CUST-10670,2021-09-20,Enterprise,Manufacturing,Europe,Bank Transfer,32,4258.16,2149.53,2108.63,49.52,0,15,135,9,67476.21,0,3,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,31.54,0.4952,62.41,2,51097.92,Premium,Veteran,Medium
CUST-10671,2022-05-24,Professional,Manufacturing,Latin America,PayPal,24,1651.37,863.73,787.64,47.7,0,17,33,8,18903.24,0,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,50.04,0.477,49.97,4,19816.44,High,Established,Medium
CUST-10672,2021-10-10,Professional,Retail,Latin America,Bank Transfer,32,1545.93,896.3,649.63,42.02,1,17,44,9,20788.17,0,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,35.13,0.4202,49.63,5,18551.16,High,Veteran,Low
CUST-10673,2022-03-22,Professional,Logistics,Middle East,Invoice,26,1425.14,729.23,695.91,48.83,3,11,40,6,18093.74,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,35.63,0.4883,36.21,17,17101.68,High,Veteran,Medium
CUST-10674,2021-12-31,Professional,Education,Asia Pacific,Bank Transfer,29,1282.51,486.68,795.83,62.05,1,16,23,4,23079.04,0,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,55.76,0.6205,45.0,15,15390.12,High,Veteran,High
CUST-10675,2023-09-11,Professional,Education,North America,Invoice,8,1294.33,553.46,740.87,57.24,0,16,33,8,5926.98,0,2,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,39.22,0.5724,48.5,4,15531.96,High,Growing,Medium
CUST-10676,2023-05-16,Enterprise,Education,Middle East,Invoice,12,5995.91,1989.42,4006.49,66.82,0,16,100,7,48077.91,0,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,59.96,0.6682,58.6,6,71950.92,Premium,Growing,High
CUST-10677,2021-04-19,Starter,Technology,Latin America,Bank Transfer,37,246.32,72.42,173.9,70.6,1,8,4,4,6434.13,0,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,61.58,0.706,30.37,19,2955.84,Low,Veteran,High
CUST-10678,2022-05-29,Growth,Retail,Europe,Invoice,24,539.03,276.57,262.46,48.69,7,6,6,4,6298.98,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,89.84,0.4869,15.73,41,6468.36,Medium,Established,Medium
CUST-10679,2021-03-08,Starter,Education,Asia Pacific,Bank Transfer,39,204.27,67.66,136.61,66.88,2,15,3,8,5327.68,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,68.09,0.6688,38.51,10,2451.24,Low,Veteran,High
CUST-10680,2023-03-08,Enterprise,Technology,Middle East,Bank Transfer,15,6008.42,1651.88,4356.54,72.51,0,9,55,7,65348.11,0,3,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,109.24,0.7251,41.53,8,72101.04,Premium,Established,High
CUST-10681,2023-03-05,Professional,Education,North America,PayPal,15,1392.46,533.01,859.45,61.72,0,12,15,9,12891.8,0,2,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,92.83,0.6172,39.91,2,16709.52,High,Established,High
CUST-10682,2022-05-30,Professional,Manufacturing,North America,Credit Card,24,1873.57,1004.79,868.78,46.37,1,17,37,5,20850.72,0,2,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,50.64,0.4637,48.58,13,22482.84,High,Established,Medium
CUST-10683,2022-02-07,Enterprise,Logistics,Europe,Invoice,28,5201.08,2354.44,2846.64,54.73,2,15,178,6,79705.8,0,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,29.22,0.5473,64.89,14,62412.96,Premium,Veteran,Medium
CUST-10684,2021-06-02,Growth,Retail,Latin America,Bank Transfer,36,647.04,371.81,275.23,42.54,2,9,5,2,9908.44,0,1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,129.41,0.4254,29.99,24,7764.48,Medium,Veteran,Low
CUST-10685,2023-02-12,Growth,Education,Middle East,Credit Card,15,575.15,215.59,359.56,62.52,2,7,13,9,5393.34,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,44.24,0.6252,28.25,14,6901.8,Medium,Established,High
CUST-10686,2021-11-26,Professional,Manufacturing,Asia Pacific,Bank Transfer,30,1862.15,944.24,917.91,49.29,0,14,17,5,27537.38,0,2,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,109.54,0.4929,43.15,10,22345.8,High,Veteran,Medium
CUST-10687,2021-11-14,Professional,Technology,Asia Pacific,PayPal,31,1617.02,479.99,1137.03,70.32,0,12,45,8,35248.04,1,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,35.93,0.7032,44.43,4,19404.24,High,Veteran,High
CUST-10688,2023-10-02,Professional,Manufacturing,North America,Invoice,8,1692.65,769.52,923.13,54.54,0,20,20,6,7385.02,0,2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,84.63,0.5454,52.43,8,20311.8,High,Growing,Medium
CUST-10689,2022-01-12,Professional,Technology,Asia Pacific,Bank Transfer,29,1525.95,475.17,1050.78,68.86,0,13,29,2,30472.63,0,2,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,52.62,0.6886,43.49,16,18311.4,High,Veteran,High
CUST-10690,2021-07-08,Growth,Finance,Middle East,PayPal,35,573.86,197.5,376.36,65.58,1,8,5,3,13172.72,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,114.77,0.6558,30.52,21,6886.32,Medium,Veteran,High
CUST-10691,2023-01-09,Growth,Education,Asia Pacific,Invoice,16,738.4,245.34,493.06,66.77,3,6,3,10,7889.01,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,246.13,0.6677,23.28,17,8860.8,Medium,Established,High
CUST-10692,2022-12-10,Enterprise,Manufacturing,North America,Credit Card,17,4360.63,2245.76,2114.87,48.5,0,21,61,7,35952.71,0,3,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,71.49,0.485,60.08,6,52327.56,Premium,Established,Medium
CUST-10693,2021-08-21,Growth,Technology,Asia Pacific,PayPal,33,509.87,185.65,324.22,63.59,4,5,10,7,10699.24,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,50.99,0.6359,20.86,28,6118.44,Medium,Veteran,High
CUST-10694,2023-11-20,Professional,Technology,Middle East,Invoice,6,1794.29,514.99,1279.3,71.3,0,13,42,5,7675.82,0,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,42.72,0.713,45.45,10,21531.48,High,Growing,High
CUST-10695,2022-01-30,Enterprise,Finance,North America,Invoice,28,4867.67,1460.5,3407.17,70.0,0,27,45,2,95400.74,0,3,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,108.17,0.7,66.49,16,58412.04,Premium,Veteran,High
CUST-10696,2021-05-15,Starter,Technology,Europe,Credit Card,37,216.61,60.82,155.79,71.92,2,11,2,10,5764.25,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,108.3,0.7192,32.48,6,2599.32,Low,Veteran,High
CUST-10697,2022-02-26,Growth,Logistics,Latin America,Credit Card,27,636.11,316.41,319.7,50.26,3,8,6,6,8631.81,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,106.02,0.5026,26.67,21,7633.32,Medium,Veteran,Medium
CUST-10698,2021-02-18,Enterprise,Education,North America,Bank Transfer,39,5857.35,2160.26,3697.09,63.12,1,15,190,7,144186.44,0,3,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,30.83,0.6312,68.7,9,70288.2,Premium,Veteran,High
CUST-10699,2021-04-22,Professional,Technology,North America,Credit Card,37,1521.9,450.02,1071.88,70.43,1,8,36,5,39659.39,0,2,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,42.28,0.7043,35.19,17,18262.8,High,Veteran,High
CUST-10700,2022-06-14,Professional,Manufacturing,North America,Bank Transfer,23,1672.38,903.07,769.31,46.0,2,19,13,2,17694.13,0,2,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,128.64,0.46,45.9,22,20068.56,High,Established,Medium
CUST-10701,2022-10-10,Enterprise,Education,Latin America,PayPal,20,5035.33,1796.61,3238.72,64.32,1,12,188,6,64774.37,1,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,26.78,0.6432,63.99,11,60423.96,Premium,Established,High
CUST-10702,2021-04-04,Starter,Manufacturing,North America,Credit Card,38,195.32,97.08,98.24,50.3,2,3,1,7,3733.11,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,195.32,0.503,20.56,26,2343.84,Low,Veteran,Medium
CUST-10703,2022-08-17,Starter,Retail,Middle East,Credit Card,21,209.99,118.24,91.75,43.69,2,12,4,8,1926.8,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,52.5,0.4369,34.25,10,2519.88,Low,Established,Low
CUST-10704,2023-06-16,Professional,Manufacturing,North America,Invoice,11,1321.83,670.38,651.45,49.28,1,13,10,6,7165.9,0,2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,132.18,0.4928,38.63,11,15861.96,High,Growing,Medium
CUST-10705,2021-10-07,Starter,Finance,Europe,Bank Transfer,32,247.25,85.47,161.78,65.43,3,15,3,9,5176.8,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,82.42,0.6543,36.51,11,2967.0,Low,Veteran,High
CUST-10706,2023-02-04,Professional,Education,Europe,Invoice,16,1637.81,590.59,1047.22,63.94,2,12,43,7,16755.45,0,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,38.09,0.6394,40.13,12,19653.72,High,Established,High
CUST-10707,2021-09-10,Starter,Manufacturing,Middle East,Bank Transfer,33,201.61,100.76,100.85,50.02,4,7,1,8,3327.91,1,0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,201.61,0.5002,22.44,22,2419.32,Low,Veteran,Medium
CUST-10708,2022-09-17,Enterprise,Manufacturing,Middle East,Credit Card,20,5357.27,2529.21,2828.06,52.79,2,12,67,10,56561.21,0,3,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,79.96,0.5279,43.75,6,64287.24,Premium,Established,Medium
CUST-10709,2021-11-26,Professional,Healthcare,Latin America,Bank Transfer,30,1294.69,586.98,707.71,54.66,0,15,26,9,21231.39,0,2,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,49.8,0.5466,45.98,2,15536.28,High,Veteran,Medium
CUST-10710,2021-04-22,Professional,Healthcare,North America,Bank Transfer,37,1360.39,597.85,762.54,56.05,0,19,24,5,28214.16,0,2,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,56.68,0.5605,51.56,10,16324.68,High,Veteran,Medium
CUST-10711,2022-08-19,Enterprise,Education,Middle East,Credit Card,21,5545.94,2268.68,3277.26,59.09,0,16,79,10,68822.47,0,3,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,70.2,0.5909,55.44,0,66551.28,Premium,Established,Medium
CUST-10712,2022-11-09,Professional,Technology,Europe,PayPal,19,1281.28,426.35,854.93,66.72,0,14,19,8,16243.73,0,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,67.44,0.6672,43.45,4,15375.36,High,Established,High
CUST-10713,2022-02-01,Growth,Technology,Asia Pacific,Credit Card,28,688.42,246.68,441.74,64.17,3,7,14,9,12368.58,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,49.17,0.6417,26.4,17,8261.04,Medium,Veteran,High
CUST-10714,2021-11-09,Enterprise,Retail,Middle East,Invoice,31,5240.39,3073.87,2166.52,41.34,0,18,69,5,67162.13,0,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,75.95,0.4134,56.87,10,62884.68,Premium,Veteran,Low
CUST-10715,2021-12-12,Professional,Logistics,Asia Pacific,PayPal,30,1402.91,716.38,686.53,48.94,0,12,17,10,20595.83,1,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,82.52,0.4894,40.21,0,16834.92,High,Veteran,Medium
CUST-10716,2022-07-21,Growth,Logistics,Europe,PayPal,22,631.41,317.86,313.55,49.66,2,5,4,7,6898.18,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,157.85,0.4966,23.96,22,7576.92,Medium,Established,Medium
CUST-10717,2023-08-06,Growth,Education,Asia Pacific,PayPal,10,691.4,239.53,451.87,65.36,4,10,6,6,4518.72,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,115.23,0.6536,27.61,20,8296.8,Medium,Growing,High
CUST-10718,2021-12-26,Professional,Finance,Middle East,Credit Card,29,1756.29,675.55,1080.74,61.54,1,14,30,5,31341.59,0,2,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,58.54,0.6154,43.11,13,21075.48,High,Veteran,High
CUST-10719,2022-02-07,Starter,Logistics,Asia Pacific,Bank Transfer,28,211.76,106.56,105.2,49.68,2,8,2,6,2945.53,1,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,105.88,0.4968,28.07,18,2541.12,Low,Veteran,Medium
CUST-10720,2023-11-05,Starter,Education,North America,Credit Card,6,176.14,71.59,104.55,59.36,2,6,1,1,627.31,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,176.14,0.5936,24.97,32,2113.68,Low,Growing,Medium
CUST-10721,2021-03-17,Enterprise,Logistics,Middle East,Bank Transfer,39,4542.91,2009.29,2533.62,55.77,2,11,73,6,98811.23,0,3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,62.23,0.5577,43.18,14,54514.92,Premium,Veteran,Medium
CUST-10722,2023-03-15,Enterprise,Education,Europe,Invoice,14,4655.21,1576.46,3078.75,66.14,1,13,83,5,43102.48,0,3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,56.09,0.6614,49.63,13,55862.52,Premium,Established,High
CUST-10723,2023-03-24,Professional,Healthcare,Latin America,Credit Card,14,1549.73,631.1,918.63,59.28,0,16,33,9,12860.76,0,2,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,46.96,0.5928,48.5,2,18596.76,High,Established,Medium
CUST-10724,2023-11-19,Starter,Education,Europe,Bank Transfer,6,239.08,97.98,141.1,59.02,3,7,1,5,846.59,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,239.08,0.5902,24.44,25,2868.96,Low,Growing,Medium
CUST-10725,2023-09-18,Growth,Healthcare,Middle East,Bank Transfer,8,580.78,259.63,321.15,55.3,1,6,3,9,2569.23,0,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,193.59,0.553,27.28,13,6969.36,Medium,Growing,Medium
CUST-10726,2021-05-09,Starter,Healthcare,Latin America,Bank Transfer,37,171.46,82.86,88.6,51.67,2,8,2,6,3278.16,1,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,85.73,0.5167,28.07,18,2057.52,Low,Veteran,Medium
