customer_id,signup_date,plan,industry,region,payment_method,tenure_months,monthly_revenue,cogs,gross_profit,gross_margin_pct,support_tickets,login_frequency,num_users,nps_score,ltv,churned
CUST-10548,2023-10-02,Enterprise,Manufacturing,Asia Pacific,Bank Transfer,8,5909.22,2394.14,3515.08,59.48,1,22,130,4,28120.6,1
CUST-10549,2021-02-10,Starter,Healthcare,Middle East,Bank Transfer,40,215.43,76.6,138.83,64.44,2,13,4,10,5553.11,0
CUST-10550,2021-09-25,Starter,Retail,Middle East,Bank Transfer,32,236.73,111.57,125.16,52.87,5,7,4,5,4004.98,0
CUST-10551,2021-02-14,Growth,Logistics,Asia Pacific,Credit Card,40,539.25,190.71,348.54,64.63,4,7,11,1,13941.61,1
CUST-10552,2021-05-29,Growth,Logistics,North America,Invoice,36,552.49,225.33,327.16,59.22,2,10,7,7,11777.87,0
CUST-10553,2022-09-11,Enterprise,Manufacturing,North America,Invoice,20,5493.65,2120.93,3372.72,61.39,1,16,161,10,67454.48,0
CUST-10554,2022-10-12,Growth,Education,Latin America,PayPal,19,628.75,270.05,358.7,57.05,1,14,13,2,6815.29,1
CUST-10555,2023-02-14,Professional,Healthcare,Middle East,Bank Transfer,15,1602.17,670.51,931.66,58.15,2,15,49,6,13974.96,0
CUST-10556,2023-03-13,Professional,Healthcare,Europe,Credit Card,14,1489.88,495.74,994.14,66.73,2,12,48,5,13918.02,0
CUST-10557,2022-03-29,Starter,Healthcare,Middle East,Invoice,26,217.21,107.0,110.21,50.74,2,4,1,5,2865.57,0
CUST-10558,2021-06-09,Starter,Finance,Europe,Invoice,36,247.43,99.39,148.04,59.83,1,8,3,5,5329.38,1
CUST-10559,2023-07-04,Professional,Healthcare,North America,Invoice,11,1781.01,876.18,904.83,50.8,2,11,11,4,9953.13,1
CUST-10560,2022-06-10,Growth,Healthcare,North America,Invoice,24,726.65,284.84,441.81,60.8,2,8,13,7,10603.48,0
CUST-10561,2023-05-10,Starter,Technology,Latin America,PayPal,12,218.77,81.66,137.11,62.67,6,7,3,10,1645.35,0
CUST-10562,2023-02-08,Enterprise,Finance,Latin America,Invoice,15,5758.71,1905.95,3852.76,66.9,1,13,125,8,57791.39,0
CUST-10563,2021-11-30,Enterprise,Logistics,Middle East,Bank Transfer,30,5886.32,2427.65,3458.67,58.76,0,17,193,8,103760.13,0
CUST-10564,2022-06-19,Starter,Retail,North America,Invoice,23,205.16,73.93,131.23,63.96,4,12,2,7,3018.39,0
CUST-10565,2021-11-26,Starter,Retail,Europe,PayPal,30,237.16,113.82,123.34,52.01,2,9,2,8,3700.26,0
CUST-10566,2021-03-05,Starter,Retail,Middle East,PayPal,39,193.69,83.36,110.33,56.96,3,6,1,7,4302.91,0
CUST-10567,2021-04-20,Growth,Manufacturing,Latin America,Bank Transfer,37,638.73,278.19,360.54,56.45,2,11,14,2,13339.98,1
CUST-10568,2022-07-31,Growth,Healthcare,Latin America,Invoice,22,653.38,227.29,426.09,65.21,1,8,4,6,9373.89,0
CUST-10569,2021-11-11,Starter,Technology,Latin America,PayPal,31,210.64,68.68,141.96,67.39,1,9,1,0,4400.7,1
CUST-10570,2023-09-11,Starter,Finance,North America,Invoice,8,220.6,96.81,123.79,56.12,1,9,1,1,990.36,1
CUST-10571,2021-06-17,Starter,Healthcare,Europe,Invoice,36,201.06,90.29,110.77,55.09,2,10,4,8,3987.65,0
CUST-10572,2023-09-29,Starter,Retail,Latin America,PayPal,8,187.24,59.52,127.72,68.21,4,6,2,10,1021.78,0
CUST-10573,2022-01-14,Professional,Technology,Middle East,PayPal,28,1420.24,649.5,770.74,54.27,1,18,35,9,21580.74,0
CUST-10574,2021-04-02,Enterprise,Retail,Europe,PayPal,38,5348.3,2614.01,2734.29,51.12,2,10,116,6,103903.12,0
CUST-10575,2021-05-07,Enterprise,Retail,Europe,Invoice,37,6025.86,2846.43,3179.43,52.76,1,18,74,9,117638.98,0
CUST-10576,2022-04-11,Starter,Technology,Asia Pacific,PayPal,26,227.84,75.63,152.21,66.81,5,8,1,10,3957.42,0
CUST-10577,2023-08-31,Enterprise,Logistics,Middle East,PayPal,9,4378.13,1600.87,2777.26,63.43,2,15,47,9,24995.36,0
CUST-10578,2023-03-20,Growth,Finance,Asia Pacific,Credit Card,14,717.61,254.67,462.94,64.51,1,8,6,8,6481.2,0
CUST-10579,2021-09-04,Starter,Manufacturing,Middle East,Bank Transfer,33,238.78,101.62,137.16,57.44,6,7,3,7,4526.34,0
CUST-10580,2022-01-30,Enterprise,Healthcare,Europe,Bank Transfer,28,5319.76,2305.08,3014.68,56.67,4,11,184,5,84411.05,0
CUST-10581,2021-10-30,Enterprise,Technology,Latin America,Bank Transfer,31,5266.31,2327.48,2938.83,55.8,0,15,170,8,91103.65,0
CUST-10582,2023-03-06,Professional,Retail,North America,Credit Card,15,1586.14,690.32,895.82,56.48,2,19,25,9,13437.34,0
CUST-10583,2021-01-26,Professional,Logistics,Asia Pacific,PayPal,40,1447.99,479.73,968.26,66.87,1,13,14,10,38730.5,0
CUST-10584,2021-10-31,Enterprise,Technology,Latin America,Bank Transfer,31,5487.15,2210.72,3276.43,59.71,0,11,193,10,101569.31,0
CUST-10585,2022-08-09,Starter,Technology,Middle East,Credit Card,22,184.56,78.59,105.97,57.42,3,7,4,6,2331.32,0
CUST-10586,2023-09-22,Professional,Finance,Asia Pacific,PayPal,8,1409.75,473.58,936.17,66.41,2,11,34,5,7489.38,0
CUST-10587,2023-04-06,Enterprise,Technology,Europe,Invoice,14,6164.73,2385.35,3779.38,61.31,1,16,98,6,52911.27,0
CUST-10588,2022-05-02,Enterprise,Technology,Latin America,Invoice,25,4610.35,1679.72,2930.63,63.57,1,3,113,2,73265.69,1
CUST-10589,2022-11-23,Enterprise,Retail,Asia Pacific,Credit Card,18,5957.72,1965.33,3992.39,67.01,0,22,184,6,71862.98,0
CUST-10590,2021-07-21,Professional,Retail,Asia Pacific,PayPal,34,1669.5,770.21,899.29,53.87,1,19,40,6,30575.87,0
CUST-10591,2022-10-20,Growth,Healthcare,Asia Pacific,PayPal,19,701.2,240.56,460.64,65.69,4,8,6,10,8752.12,0
CUST-10592,2023-06-24,Enterprise,Manufacturing,North America,Bank Transfer,11,4594.6,1422.91,3171.69,69.03,1,16,87,9,34888.54,0
CUST-10593,2021-04-26,Enterprise,Education,Latin America,Invoice,37,5949.83,2544.31,3405.52,57.24,2,14,87,10,126004.1,0
CUST-10594,2021-10-05,Growth,Technology,Asia Pacific,PayPal,32,665.87,240.47,425.4,63.89,1,4,8,5,13612.95,0
CUST-10595,2021-04-29,Starter,Healthcare,Europe,Bank Transfer,37,238.18,83.03,155.15,65.14,1,5,2,2,5740.66,1
CUST-10596,2022-07-16,Enterprise,Technology,Asia Pacific,Bank Transfer,22,5142.52,2239.36,2903.16,56.45,0,19,98,10,63869.47,0
CUST-10597,2021-03-04,Enterprise,Manufacturing,Latin America,Credit Card,39,6160.73,2004.04,4156.69,67.47,1,24,131,10,162110.85,0
CUST-10598,2023-08-30,Enterprise,Manufacturing,Latin America,Bank Transfer,9,6054.45,1889.82,4164.63,68.79,1,9,103,5,37481.71,0
CUST-10599,2021-07-05,Professional,Retail,Europe,Invoice,35,1601.9,542.76,1059.14,66.12,1,19,28,8,37069.73,0
CUST-10600,2022-03-30,Enterprise,Technology,Europe,Bank Transfer,26,5691.11,2196.14,3494.97,61.41,0,13,172,5,90869.22,0
CUST-10601,2021-01-19,Growth,Retail,Latin America,Credit Card,40,701.99,259.83,442.16,62.99,3,10,5,9,17686.54,0
CUST-10602,2022-04-04,Growth,Education,Europe,Credit Card,26,592.08,237.34,354.74,59.91,1,4,9,4,9223.32,1
CUST-10603,2023-02-11,Professional,Education,Asia Pacific,PayPal,15,1295.99,600.51,695.48,53.66,1,21,45,7,10432.23,0
CUST-10604,2022-09-11,Enterprise,Retail,Europe,PayPal,20,5834.16,2693.97,3140.19,53.82,1,14,167,8,62803.73,0
CUST-10605,2023-11-14,Enterprise,Manufacturing,North America,Credit Card,6,5420.47,2345.57,3074.9,56.73,1,19,102,8,18449.38,0
CUST-10606,2022-09-04,Professional,Manufacturing,Middle East,Invoice,21,1628.4,726.11,902.29,55.41,1,22,44,5,18948.08,0
CUST-10607,2022-10-28,Enterprise,Technology,Asia Pacific,Invoice,19,5839.41,2837.8,3001.61,51.4,0,14,144,5,57030.55,0
CUST-10608,2021-11-04,Professional,Education,Asia Pacific,Bank Transfer,31,1568.22,597.17,971.05,61.92,0,19,10,5,30102.53,0
CUST-10609,2022-10-17,Growth,Technology,Middle East,PayPal,19,735.17,222.52,512.65,69.73,3,4,3,8,9740.3,0
CUST-10610,2022-06-16,Starter,Education,Latin America,Invoice,23,246.6,105.94,140.66,57.04,2,6,2,9,3235.08,0
CUST-10611,2022-12-04,Enterprise,Finance,North America,Bank Transfer,18,5556.88,2507.27,3049.61,54.88,1,8,91,5,54893.0,0
CUST-10612,2023-01-05,Growth,Education,Middle East,PayPal,17,539.6,195.63,343.97,63.75,3,5,6,6,5847.47,0
CUST-10613,2022-08-25,Growth,Logistics,Middle East,Bank Transfer,21,668.27,215.62,452.65,67.73,3,6,14,4,9505.65,1
CUST-10614,2022-11-19,Growth,Education,Asia Pacific,Bank Transfer,18,538.5,241.09,297.41,55.23,3,7,8,5,5353.37,0
CUST-10615,2023-05-12,Growth,Retail,Europe,Invoice,12,556.46,178.51,377.95,67.92,5,6,5,9,4535.43,0
CUST-10616,2023-08-08,Professional,Retail,Asia Pacific,Invoice,9,1807.93,806.67,1001.26,55.38,0,19,24,5,9011.32,0
CUST-10617,2023-08-26,Enterprise,Technology,Middle East,Credit Card,9,5410.85,2284.49,3126.36,57.78,1,16,112,9,28137.27,0
CUST-10618,2023-04-27,Starter,Logistics,Latin America,Invoice,13,237.59,77.68,159.91,67.31,2,10,4,2,2078.83,1
CUST-10619,2023-04-19,Growth,Healthcare,Europe,Invoice,13,693.94,272.79,421.15,60.69,2,9,5,10,5474.97,0
CUST-10620,2021-06-15,Enterprise,Healthcare,Asia Pacific,Bank Transfer,36,6143.38,2068.57,4074.81,66.33,1,15,122,7,146693.02,0
CUST-10621,2023-07-15,Growth,Retail,North America,Credit Card,10,600.96,287.87,313.09,52.1,2,10,12,9,3130.9,0
CUST-10622,2021-06-30,Growth,Manufacturing,Europe,PayPal,35,715.04,341.45,373.59,52.25,0,4,11,3,13075.75,1
CUST-10623,2023-05-29,Enterprise,Education,Latin America,PayPal,12,5195.83,1582.08,3613.75,69.55,2,14,103,8,43365.03,0
CUST-10624,2023-02-04,Enterprise,Technology,North America,Bank Transfer,16,5312.8,1936.46,3376.34,63.55,0,20,159,5,54021.4,0
CUST-10625,2021-02-06,Professional,Logistics,Middle East,Bank Transfer,40,1822.39,565.13,1257.26,68.99,0,21,26,6,50290.57,0
CUST-10626,2021-09-22,Growth,Healthcare,Asia Pacific,Invoice,32,681.75,306.09,375.66,55.1,1,2,10,4,12021.2,1
CUST-10627,2022-09-03,Professional,Healthcare,North America,Credit Card,21,1388.97,450.94,938.03,67.53,1,13,45,6,19698.66,0
CUST-10628,2023-06-08,Enterprise,Education,Middle East,Invoice,11,5109.33,2115.58,2993.75,58.59,1,9,72,6,32931.23,0
CUST-10629,2022-01-21,Growth,Retail,Latin America,Invoice,28,534.2,164.6,369.6,69.19,7,12,3,3,10348.91,1
CUST-10630,2021-09-26,Enterprise,Technology,Europe,Bank Transfer,32,4762.41,2162.79,2599.62,54.59,1,14,54,7,83187.74,0
CUST-10631,2021-09-10,Starter,Manufacturing,Middle East,Bank Transfer,33,198.01,85.6,112.41,56.77,2,8,2,7,3709.42,0
CUST-10632,2021-04-09,Starter,Finance,Asia Pacific,Credit Card,38,176.94,71.22,105.72,59.75,3,9,1,10,4017.32,0
CUST-10633,2023-06-29,Starter,Technology,North America,PayPal,11,178.93,69.92,109.01,60.92,5,7,4,8,1199.11,0
CUST-10634,2021-01-20,Professional,Finance,Europe,Bank Transfer,40,1508.05,627.09,880.96,58.42,0,18,18,9,35238.55,0
CUST-10635,2021-10-08,Starter,Education,Middle East,Invoice,32,177.56,88.32,89.24,50.26,3,7,2,6,2855.62,0
CUST-10636,2022-08-02,Starter,Manufacturing,Middle East,Credit Card,22,223.87,103.54,120.33,53.75,1,7,3,0,2647.15,1
CUST-10637,2022-06-23,Starter,Finance,Europe,Bank Transfer,23,240.39,96.93,143.46,59.68,2,10,4,7,3299.54,0
CUST-10638,2021-11-25,Growth,Retail,Latin America,Invoice,30,625.42,279.47,345.95,55.31,2,7,3,1,10378.62,1
CUST-10639,2022-04-26,Enterprise,Healthcare,Latin America,Invoice,25,5576.35,1698.61,3877.74,69.54,1,14,98,2,96943.53,1
CUST-10640,2021-11-02,Starter,Technology,Middle East,PayPal,31,210.58,81.58,129.0,61.26,1,11,2,7,3998.85,0
CUST-10641,2022-04-19,Starter,Education,North America,Invoice,25,223.04,68.62,154.42,69.23,1,14,1,5,3860.42,0
CUST-10642,2021-07-24,Professional,Retail,Latin America,Credit Card,34,1623.46,722.59,900.87,55.49,2,15,43,7,30629.41,0
CUST-10643,2022-10-03,Starter,Logistics,Asia Pacific,Invoice,20,208.66,102.35,106.31,50.95,6,6,4,3,2126.1,1
CUST-10644,2021-10-11,Starter,Technology,North America,Credit Card,32,209.46,72.86,136.6,65.22,3,10,2,6,4371.23,0
CUST-10645,2022-07-04,Growth,Retail,Asia Pacific,PayPal,23,696.98,319.08,377.9,54.22,5,9,7,8,8691.63,0
CUST-10646,2021-08-22,Starter,Retail,Asia Pacific,Bank Transfer,33,234.96,79.35,155.61,66.23,6,9,1,9,5135.06,0
CUST-10647,2023-05-14,Enterprise,Retail,Latin America,PayPal,12,4715.15,1886.35,2828.8,59.99,2,16,70,8,33945.63,0
CUST-10648,2021-11-23,Growth,Technology,Europe,Credit Card,30,591.1,257.14,333.96,56.5,3,13,14,1,10018.68,1
CUST-10649,2022-01-07,Enterprise,Logistics,Middle East,PayPal,29,5898.07,2824.89,3073.18,52.1,1,23,119,6,89122.08,0
CUST-10650,2023-09-17,Professional,Manufacturing,North America,Bank Transfer,8,1805.96,605.37,1200.59,66.48,1,12,49,6,9604.7,0
CUST-10651,2021-05-10,Starter,Finance,Latin America,Credit Card,37,215.34,92.1,123.24,57.23,3,7,4,3,4559.78,1
CUST-10652,2022-11-24,Professional,Technology,Middle East,Bank Transfer,18,1720.5,635.65,1084.85,63.05,2,16,44,10,19527.27,0
CUST-10653,2022-12-10,Starter,Finance,Europe,PayPal,17,220.94,105.78,115.16,52.12,6,5,2,9,1957.64,0
CUST-10654,2021-01-24,Enterprise,Healthcare,Middle East,Credit Card,40,4914.4,1671.05,3243.35,66.0,1,10,157,5,129734.1,0
CUST-10655,2021-12-05,Growth,Manufacturing,Latin America,PayPal,30,673.38,292.41,380.97,56.58,1,11,11,2,11429.06,1
CUST-10656,2022-07-24,Enterprise,Retail,Europe,Invoice,22,5534.5,2738.81,2795.69,50.51,2,18,149,1,61505.22,1
CUST-10657,2022-04-27,Growth,Manufacturing,Latin America,PayPal,25,633.17,281.0,352.17,55.62,3,8,8,4,8804.26,1
CUST-10658,2021-06-30,Enterprise,Logistics,Middle East,PayPal,35,4393.84,2106.9,2286.94,52.05,1,17,129,5,80042.87,0
CUST-10659,2021-02-06,Enterprise,Retail,North America,PayPal,40,4803.56,2173.16,2630.4,54.76,3,6,93,7,105215.92,0
CUST-10660,2021-07-06,Enterprise,Technology,Middle East,Credit Card,35,4280.85,1667.2,2613.65,61.05,0,13,85,9,91477.87,0
CUST-10661,2023-07-24,Professional,Manufacturing,Middle East,Bank Transfer,10,1360.84,456.54,904.3,66.45,1,17,28,10,9043.03,0
CUST-10662,2023-07-20,Professional,Logistics,North America,Bank Transfer,10,1614.14,542.24,1071.9,66.41,1,14,17,7,10719.03,0
CUST-10663,2021-08-22,Enterprise,Education,Asia Pacific,PayPal,33,4250.73,1413.38,2837.35,66.75,1,11,53,8,93632.52,0
CUST-10664,2022-08-21,Growth,Technology,Asia Pacific,Invoice,21,548.43,221.5,326.93,59.61,2,7,14,6,6865.54,0
CUST-10665,2021-12-03,Professional,Education,North America,Credit Card,30,1722.88,715.74,1007.14,58.46,0,11,17,7,30214.1,0
CUST-10666,2022-01-20,Enterprise,Technology,Asia Pacific,Bank Transfer,28,5675.51,2087.17,3588.34,63.22,2,13,86,10,100473.56,0
CUST-10667,2022-11-24,Enterprise,Healthcare,Latin America,Bank Transfer,18,5666.4,2610.29,3056.11,53.93,0,13,140,7,55010.0,0
CUST-10668,2023-07-12,Enterprise,Technology,Middle East,Credit Card,10,5123.67,2038.42,3085.25,60.22,2,17,46,7,30852.52,0
CUST-10669,2023-06-06,Growth,Finance,North America,Credit Card,12,713.39,278.77,434.62,60.92,2,9,10,6,5215.39,0
CUST-10670,2021-09-20,Enterprise,Manufacturing,Europe,Bank Transfer,32,4879.46,1958.08,2921.38,59.87,0,9,69,7,93484.01,0
CUST-10671,2022-05-24,Professional,Manufacturing,Latin America,PayPal,24,1286.69,504.25,782.44,60.81,0,7,42,9,18778.45,0
CUST-10672,2021-10-10,Professional,Retail,Latin America,Bank Transfer,32,1625.9,766.36,859.54,52.87,2,15,44,7,27505.23,0
CUST-10673,2022-03-22,Professional,Logistics,Middle East,Invoice,26,1384.61,472.49,912.12,65.88,1,14,40,10,23715.25,0
CUST-10674,2021-12-31,Professional,Education,Asia Pacific,Bank Transfer,29,1590.87,617.1,973.77,61.21,1,15,44,7,28239.3,0
CUST-10675,2023-09-11,Professional,Education,North America,Invoice,8,1353.14,437.97,915.17,67.63,2,20,45,6,7321.33,0
CUST-10676,2023-05-16,Enterprise,Education,Middle East,Invoice,12,5644.85,2153.94,3490.91,61.84,1,15,151,5,41890.89,0
CUST-10677,2021-04-19,Starter,Technology,Latin America,Bank Transfer,37,239.35,97.44,141.91,59.29,2,10,1,10,5250.65,0
CUST-10678,2022-05-29,Growth,Retail,Europe,Invoice,24,512.85,205.51,307.34,59.93,1,10,3,2,7376.25,1
CUST-10679,2021-03-08,Starter,Education,Asia Pacific,Bank Transfer,39,204.3,94.43,109.87,53.78,4,7,1,8,4284.89,0
CUST-10680,2023-03-08,Enterprise,Technology,Middle East,Bank Transfer,15,5233.39,2207.47,3025.92,57.82,1,15,40,5,45388.74,0
CUST-10681,2023-03-05,Professional,Education,North America,PayPal,15,1682.23,651.44,1030.79,61.28,0,9,42,10,15461.82,0
CUST-10682,2022-05-30,Professional,Manufacturing,North America,Credit Card,24,1321.87,589.07,732.8,55.44,1,18,23,9,17587.11,0
CUST-10683,2022-02-07,Enterprise,Logistics,Europe,Invoice,28,6203.6,3099.59,3104.01,50.04,0,14,68,6,86912.15,0
CUST-10684,2021-06-02,Growth,Retail,Latin America,Bank Transfer,36,664.37,277.24,387.13,58.27,1,14,9,8,13936.82,0
CUST-10685,2023-02-12,Growth,Education,Middle East,Credit Card,15,744.41,247.39,497.02,66.77,1,5,7,2,7455.33,1
CUST-10686,2021-11-26,Professional,Manufacturing,Asia Pacific,Bank Transfer,30,1295.67,572.47,723.2,55.82,1,14,22,9,21695.89,0
CUST-10687,2021-11-14,Professional,Technology,Asia Pacific,PayPal,31,1400.67,547.18,853.49,60.93,1,14,38,5,26458.34,1
CUST-10688,2023-10-02,Professional,Manufacturing,North America,Invoice,8,1669.74,592.14,1077.6,64.54,0,16,11,7,8620.78,0
CUST-10689,2022-01-12,Professional,Technology,Asia Pacific,Bank Transfer,29,1547.17,770.82,776.35,50.18,1,18,38,5,22514.22,0
CUST-10690,2021-07-08,Growth,Finance,Middle East,PayPal,35,606.1,239.19,366.91,60.54,0,8,10,10,12841.75,0
CUST-10691,2023-01-09,Growth,Education,Asia Pacific,Invoice,16,618.49,197.79,420.7,68.02,4,9,7,6,6731.21,0
CUST-10692,2022-12-10,Enterprise,Manufacturing,North America,Credit Card,17,4787.15,1532.61,3254.54,67.98,2,21,72,7,55327.2,0
CUST-10693,2021-08-21,Growth,Technology,Asia Pacific,PayPal,33,622.15,303.37,318.78,51.24,2,10,13,5,10519.84,0
CUST-10694,2023-11-20,Professional,Technology,Middle East,Invoice,6,1280.05,495.53,784.52,61.29,0,19,32,6,4707.12,0
CUST-10695,2022-01-30,Enterprise,Finance,North America,Invoice,28,5679.74,2533.64,3146.1,55.39,0,13,137,6,88090.89,0
CUST-10696,2021-05-15,Starter,Technology,Europe,Credit Card,37,198.58,74.37,124.21,62.55,2,7,2,3,4595.68,1
CUST-10697,2022-02-26,Growth,Logistics,Latin America,Credit Card,27,649.52,220.51,429.01,66.05,3,9,12,6,11583.31,0
CUST-10698,2021-02-18,Enterprise,Education,North America,Bank Transfer,39,5789.67,2017.33,3772.34,65.16,1,14,112,10,147121.13,0
CUST-10699,2021-04-22,Professional,Technology,North America,Credit Card,37,1591.84,567.74,1024.1,64.33,0,16,13,10,37891.53,0
CUST-10700,2022-06-14,Professional,Manufacturing,North America,Bank Transfer,23,1350.26,533.43,816.83,60.49,2,18,14,8,18787.02,0
CUST-10701,2022-10-10,Enterprise,Education,Latin America,PayPal,20,5611.8,2137.14,3474.66,61.92,0,14,189,1,69493.2,1
CUST-10702,2021-04-04,Starter,Manufacturing,North America,Credit Card,38,202.22,98.81,103.41,51.14,1,8,3,7,3929.75,0
CUST-10703,2022-08-17,Starter,Retail,Middle East,Credit Card,21,183.58,78.97,104.61,56.98,5,7,4,6,2196.78,0
CUST-10704,2023-06-16,Professional,Manufacturing,North America,Invoice,11,1565.79,531.75,1034.04,66.04,0,17,17,7,11374.42,0
CUST-10705,2021-10-07,Starter,Finance,Europe,Bank Transfer,32,172.36,63.25,109.11,63.3,1,5,1,8,3491.52,0
CUST-10706,2023-02-04,Professional,Education,Europe,Invoice,16,1492.89,674.11,818.78,54.85,1,13,25,9,13100.48,0
CUST-10707,2021-09-10,Starter,Manufacturing,Middle East,Bank Transfer,33,192.2,91.29,100.91,52.5,1,7,2,3,3329.94,1
CUST-10708,2022-09-17,Enterprise,Manufacturing,Middle East,Credit Card,20,6210.73,2765.77,3444.96,55.47,3,9,51,9,68899.24,0
CUST-10709,2021-11-26,Professional,Healthcare,Latin America,Bank Transfer,30,1796.57,750.73,1045.84,58.21,0,13,24,10,31375.32,0
CUST-10710,2021-04-22,Professional,Healthcare,North America,Bank Transfer,37,1276.85,523.0,753.85,59.04,0,15,41,7,27892.33,0
CUST-10711,2022-08-19,Enterprise,Education,Middle East,Credit Card,21,6067.25,2621.52,3445.73,56.79,0,6,153,6,72360.3,0
CUST-10712,2022-11-09,Professional,Technology,Europe,PayPal,19,1521.03,468.66,1052.37,69.19,0,17,46,7,19995.06,0
CUST-10713,2022-02-01,Growth,Technology,Asia Pacific,Credit Card,28,700.3,254.89,445.41,63.6,2,9,14,6,12471.41,0
CUST-10714,2021-11-09,Enterprise,Retail,Middle East,Invoice,31,5563.12,1789.06,3774.06,67.84,0,16,161,9,116995.93,0
CUST-10715,2021-12-12,Professional,Logistics,Asia Pacific,PayPal,30,1627.28,546.54,1080.74,66.41,2,14,42,0,32422.29,1
CUST-10716,2022-07-21,Growth,Logistics,Europe,PayPal,22,515.17,181.24,333.93,64.82,3,13,12,10,7346.45,0
CUST-10717,2023-08-06,Growth,Education,Asia Pacific,PayPal,10,560.63,236.04,324.59,57.9,0,6,12,6,3245.93,0
CUST-10718,2021-12-26,Professional,Finance,Middle East,Credit Card,29,1831.69,617.15,1214.54,66.31,1,11,48,5,35221.61,0
CUST-10719,2022-02-07,Starter,Logistics,Asia Pacific,Bank Transfer,28,204.27,61.79,142.48,69.75,2,15,3,0,3989.48,1
CUST-10720,2023-11-05,Starter,Education,North America,Credit Card,6,229.09,90.28,138.81,60.59,1,8,1,7,832.84,0
CUST-10721,2021-03-17,Enterprise,Logistics,Middle East,Bank Transfer,39,4566.16,2067.2,2498.96,54.73,1,12,171,10,97459.38,0
CUST-10722,2023-03-15,Enterprise,Education,Europe,Invoice,14,6184.49,2435.23,3749.26,60.62,2,15,138,6,52489.66,0
CUST-10723,2023-03-24,Professional,Healthcare,Latin America,Credit Card,14,1376.54,502.16,874.38,63.52,0,16,27,7,12241.37,0
CUST-10724,2023-11-19,Starter,Education,Europe,Bank Transfer,6,174.46,69.75,104.71,60.02,5,9,1,1,628.26,1
CUST-10725,2023-09-18,Growth,Healthcare,Middle East,Bank Transfer,8,712.81,277.78,435.03,61.03,4,1,13,7,3480.24,0
CUST-10726,2021-05-09,Starter,Healthcare,Latin America,Bank Transfer,37,248.52,81.03,167.49,67.39,5,9,4,5,6197.0,1
CUST-10727,2023-03-06,Growth,Technology,Europe,Invoice,15,649.96,201.88,448.08,68.94,0,7,7,8,6721.15,0
CUST-10728,2021-07-31,Enterprise,Technology,North America,Invoice,34,5081.42,1839.2,3242.22,63.81,0,17,175,5,110235.55,0
CUST-10729,2023-02-11,Professional,Logistics,Asia Pacific,Bank Transfer,15,1745.24,841.86,903.38,51.76,1,17,18,5,13550.71,0
CUST-10730,2023-02-10,Professional,Manufacturing,North America,Invoice,15,1392.77,493.15,899.62,64.59,1,18,49,10,13494.34,0
CUST-10731,2022-12-08,Growth,Manufacturing,Latin America,Invoice,18,747.7,232.15,515.55,68.95,1,4,14,7,9279.96,0
CUST-10732,2023-06-20,Enterprise,Manufacturing,North America,Bank Transfer,11,5658.69,2141.18,3517.51,62.16,0,17,86,9,38692.59,0
CUST-10733,2021-11-04,Starter,Manufacturing,Asia Pacific,Bank Transfer,31,188.89,69.25,119.64,63.34,4,7,4,4,3708.83,1
CUST-10734,2023-04-30,Professional,Manufacturing,North America,Bank Transfer,13,1357.67,483.5,874.17,64.39,0,20,40,6,11364.17,0
CUST-10735,2022-03-08,Starter,Finance,Latin America,PayPal,27,222.09,104.21,117.88,53.08,3,9,3,7,3182.67,0
CUST-10736,2021-09-19,Enterprise,Technology,Europe,Credit Card,32,5227.22,1977.64,3249.58,62.17,2,15,43,9,103986.53,0
CUST-10737,2021-10-28,Growth,Healthcare,Middle East,Credit Card,31,661.33,306.31,355.02,53.68,1,12,8,5,11005.65,1
CUST-10738,2021-02-08,Professional,Healthcare,Middle East,PayPal,40,1781.24,678.87,1102.37,61.89,0,13,24,8,44094.68,0
CUST-10739,2023-08-24,Professional,Technology,Europe,PayPal,9,1611.73,695.03,916.7,56.88,0,12,18,8,8250.34,0
CUST-10740,2022-01-08,Growth,Healthcare,Latin America,Bank Transfer,29,625.42,224.4,401.02,64.12,4,7,7,8,11629.7,0
CUST-10741,2021-05-21,Professional,Healthcare,Asia Pacific,PayPal,36,1436.03,653.67,782.36,54.48,2,15,32,5,28164.81,0
CUST-10742,2022-02-19,Enterprise,Healthcare,North America,Credit Card,27,5275.1,2155.24,3119.86,59.14,2,14,84,9,84236.26,0
CUST-10743,2021-12-30,Enterprise,Logistics,Europe,Credit Card,29,4381.7,1974.23,2407.47,54.94,0,14,198,10,69816.73,0
CUST-10744,2021-07-10,Starter,Logistics,Middle East,Credit Card,35,181.46,58.15,123.31,67.95,3,10,1,8,4315.92,0
CUST-10745,2023-06-03,Growth,Manufacturing,Middle East,Credit Card,12,552.28,255.04,297.24,53.82,2,7,5,7,3566.87,0
CUST-10746,2022-04-15,Professional,Logistics,North America,PayPal,25,1842.0,650.24,1191.76,64.7,2,13,13,5,29794.03,0
CUST-10747,2021-07-20,Enterprise,Logistics,Latin America,Invoice,34,5241.75,2255.19,2986.56,56.98,0,22,179,8,101543.16,0
CUST-10748,2022-08-04,Professional,Finance,Europe,Credit Card,22,1521.64,619.97,901.67,59.26,0,16,13,6,19836.79,0
CUST-10749,2021-01-15,Enterprise,Retail,Europe,Credit Card,41,4560.59,1530.06,3030.53,66.45,2,16,68,6,124251.67,0
